120259084288,34359738368,CAPTURE
120259084288,34359738370,CAPTURE
120259084289,34359738369,CAPTURE
120259084290,34359738372,CAPTURE
120259084290,34359738374,CAPTURE
120259084290,34359738376,CAPTURE
120259084290,34359738378,CAPTURE
120259084292,34359738371,CAPTURE
120259084292,34359738373,CAPTURE
120259084292,34359738375,CAPTURE
120259084292,34359738377,CAPTURE
120259084293,34359738380,CAPTURE
120259084294,34359738379,CAPTURE
120259084295,34359738381,CAPTURE
120259084295,34359738382,CAPTURE
120259084295,34359738383,CAPTURE
120259084296,34359738384,CAPTURE
120259084296,34359738385,CAPTURE
120259084296,34359738386,CAPTURE
120259084296,34359738387,CAPTURE
120259084296,34359738388,CAPTURE
120259084296,34359738389,CAPTURE
120259084296,34359738390,CAPTURE
120259084298,34359738392,CAPTURE
120259084300,34359738391,CAPTURE
120259084301,34359738393,CAPTURE
120259084301,34359738394,CAPTURE
120259084301,34359738395,CAPTURE
120259084301,34359738396,CAPTURE
120259084302,34359738397,CAPTURE
120259084302,34359738398,CAPTURE
120259084302,34359738399,CAPTURE
120259084302,34359738400,CAPTURE
120259084303,34359738401,CAPTURE
120259084303,34359738402,CAPTURE
120259084304,34359738403,CAPTURE
120259084304,34359738404,CAPTURE
120259084305,34359738408,CAPTURE
120259084305,34359738410,CAPTURE
120259084305,34359738412,CAPTURE
120259084305,34359738415,CAPTURE
120259084305,34359738417,CAPTURE
120259084305,34359738420,CAPTURE
120259084305,34359738422,CAPTURE
120259084305,34359738424,CAPTURE
120259084305,34359738426,CAPTURE
120259084306,34359738407,CAPTURE
120259084306,34359738409,CAPTURE
120259084306,34359738411,CAPTURE
120259084308,34359738413,CAPTURE
120259084309,34359738414,CAPTURE
120259084309,34359738416,CAPTURE
120259084309,34359738418,CAPTURE
120259084309,34359738419,CAPTURE
120259084309,34359738421,CAPTURE
120259084309,34359738423,CAPTURE
120259084309,34359738425,CAPTURE
120259084310,34359738405,CAPTURE
120259084310,34359738406,CAPTURE
120259084311,34359738428,CAPTURE
120259084311,34359738430,CAPTURE
120259084312,34359738427,CAPTURE
120259084312,34359738429,CAPTURE
120259084313,34359738432,CAPTURE
120259084313,34359738434,CAPTURE
120259084314,34359738431,CAPTURE
120259084314,34359738433,CAPTURE
120259084315,34359738436,CAPTURE
120259084315,34359738438,CAPTURE
120259084315,34359738440,CAPTURE
120259084316,34359738435,CAPTURE
120259084316,34359738437,CAPTURE
120259084316,34359738439,CAPTURE
120259084317,34359738464,CAPTURE
120259084318,34359738463,CAPTURE
120259084319,34359738441,CAPTURE
120259084319,34359738445,CAPTURE
120259084319,34359738447,CAPTURE
120259084319,34359738449,CAPTURE
120259084319,34359738451,CAPTURE
120259084319,34359738453,CAPTURE
120259084320,34359738465,CAPTURE
120259084321,34359738444,CAPTURE
120259084321,34359738446,CAPTURE
120259084321,34359738448,CAPTURE
120259084321,34359738450,CAPTURE
120259084321,34359738452,CAPTURE
