137438953556,NAMESPACE_BLOCK,<empty>,,notice\\migrations\\0005_remove_event_event_type_event_method_and_more.py,notice\\migrations\\0005_remove_event_event_type_event_method_and_more.py:<global>,,<global>,,,1
137438953557,NAMESPACE_BLOCK,<empty>,,notice\\migrations\\0006_remove_event_area_remove_event_deleted_at_and_more.py,notice\\migrations\\0006_remove_event_area_remove_event_deleted_at_and_more.py:<global>,,<global>,,,1
137438953558,NAMESPACE_BLOCK,<empty>,,notice\\migrations\\__init__.py,notice\\migrations\\__init__.py:<global>,,<global>,,,1
137438953559,NAMESPACE_BLOCK,<empty>,,notice\\models.py,notice\\models.py:<global>,,<global>,,,1
137438953560,NAMESPACE_BLOCK,<empty>,,notice\\serializers.py,notice\\serializers.py:<global>,,<global>,,,1
137438953561,NAMESPACE_BLOCK,<empty>,,notice\\tasks.py,notice\\tasks.py:<global>,,<global>,,,1
137438953562,NAMESPACE_BLOCK,<empty>,,notice\\urls.py,notice\\urls.py:<global>,,<global>,,,1
137438953563,NAMESPACE_BLOCK,<empty>,,notice\\views.py,notice\\views.py:<global>,,<global>,,,1
137438953564,NAMESPACE_BLOCK,<empty>,,person\\__init__.py,person\\__init__.py:<global>,,<global>,,,1
137438953565,NAMESPACE_BLOCK,<empty>,,person\\admin.py,person\\admin.py:<global>,,<global>,,,1
137438953566,NAMESPACE_BLOCK,<empty>,,person\\apps.py,person\\apps.py:<global>,,<global>,,,1
137438953567,NAMESPACE_BLOCK,<empty>,,person\\consts\\__init__.py,person\\consts\\__init__.py:<global>,,<global>,,,1
137438953568,NAMESPACE_BLOCK,<empty>,,person\\consts\\absence_types.py,person\\consts\\absence_types.py:<global>,,<global>,,,1
137438953569,NAMESPACE_BLOCK,<empty>,,person\\consts\\messages.py,person\\consts\\messages.py:<global>,,<global>,,,1
137438953570,NAMESPACE_BLOCK,<empty>,,person\\management\\__init__.py,person\\management\\__init__.py:<global>,,<global>,,,1
137438953571,NAMESPACE_BLOCK,<empty>,,person\\management\\commands\\__init__.py,person\\management\\commands\\__init__.py:<global>,,<global>,,,1
137438953572,NAMESPACE_BLOCK,<empty>,,person\\management\\commands\\init_absence_types.py,person\\management\\commands\\init_absence_types.py:<global>,,<global>,,,1
137438953573,NAMESPACE_BLOCK,<empty>,,person\\migrations\\0001_initial.py,person\\migrations\\0001_initial.py:<global>,,<global>,,,1
137438953574,NAMESPACE_BLOCK,<empty>,,person\\migrations\\0002_squad_deleted_at_squad_deleted_by_squad_is_deleted_and_more.py,person\\migrations\\0002_squad_deleted_at_squad_deleted_by_squad_is_deleted_and_more.py:<global>,,<global>,,,1
137438953575,NAMESPACE_BLOCK,<empty>,,person\\migrations\\0003_absence_created_at.py,person\\migrations\\0003_absence_created_at.py:<global>,,<global>,,,1
137438953576,NAMESPACE_BLOCK,<empty>,,person\\migrations\\0004_rename_article_penalcode_article_and_more.py,person\\migrations\\0004_rename_article_penalcode_article_and_more.py:<global>,,<global>,,,1
137438953577,NAMESPACE_BLOCK,<empty>,,person\\migrations\\0005_alter_subject_patronymic_name.py,person\\migrations\\0005_alter_subject_patronymic_name.py:<global>,,<global>,,,1
137438953578,NAMESPACE_BLOCK,<empty>,,person\\migrations\\0006_alter_squad_description_alter_squad_number.py,person\\migrations\\0006_alter_squad_description_alter_squad_number.py:<global>,,<global>,,,1
137438953579,NAMESPACE_BLOCK,<empty>,,person\\migrations\\0007_alter_penalcode_point.py,person\\migrations\\0007_alter_penalcode_point.py:<global>,,<global>,,,1
137438953580,NAMESPACE_BLOCK,<empty>,,person\\migrations\\0008_alter_subject_preventive_accounting_category.py,person\\migrations\\0008_alter_subject_preventive_accounting_category.py:<global>,,<global>,,,1
137438953581,NAMESPACE_BLOCK,<empty>,,person\\migrations\\0009_absence_description.py,person\\migrations\\0009_absence_description.py:<global>,,<global>,,,1
137438953582,NAMESPACE_BLOCK,<empty>,,person\\migrations\\0010_remove_subject_imprisonment_term_and_more.py,person\\migrations\\0010_remove_subject_imprisonment_term_and_more.py:<global>,,<global>,,,1
137438953583,NAMESPACE_BLOCK,<empty>,,person\\migrations\\0011_remove_squad_deleted_at_remove_squad_deleted_by_and_more.py,person\\migrations\\0011_remove_squad_deleted_at_remove_squad_deleted_by_and_more.py:<global>,,<global>,,,1
137438953584,NAMESPACE_BLOCK,<empty>,,person\\migrations\\0012_alter_group_deleted_at_alter_subject_deleted_at.py,person\\migrations\\0012_alter_group_deleted_at_alter_subject_deleted_at.py:<global>,,<global>,,,1
137438953585,NAMESPACE_BLOCK,<empty>,,person\\migrations\\0013_alter_absence_created_at.py,person\\migrations\\0013_alter_absence_created_at.py:<global>,,<global>,,,1
137438953586,NAMESPACE_BLOCK,<empty>,,person\\migrations\\0014_alter_penalcode_part_alter_subject_person_id.py,person\\migrations\\0014_alter_penalcode_part_alter_subject_person_id.py:<global>,,<global>,,,1
137438953587,NAMESPACE_BLOCK,<empty>,,person\\migrations\\0015_alter_absence_description_alter_group_description.py,person\\migrations\\0015_alter_absence_description_alter_group_description.py:<global>,,<global>,,,1
137438953588,NAMESPACE_BLOCK,<empty>,,person\\migrations\\0016_absence_presence_account.py,person\\migrations\\0016_absence_presence_account.py:<global>,,<global>,,,1
137438953589,NAMESPACE_BLOCK,<empty>,,person\\migrations\\0017_initialize_absence_presence_account.py,person\\migrations\\0017_initialize_absence_presence_account.py:<global>,,<global>,,,1
137438953590,NAMESPACE_BLOCK,<empty>,,person\\migrations\\0018_alter_absence_presence_account_and_more.py,person\\migrations\\0018_alter_absence_presence_account_and_more.py:<global>,,<global>,,,1
137438953591,NAMESPACE_BLOCK,<empty>,,person\\migrations\\__init__.py,person\\migrations\\__init__.py:<global>,,<global>,,,1
137438953592,NAMESPACE_BLOCK,<empty>,,person\\models.py,person\\models.py:<global>,,<global>,,,1
137438953593,NAMESPACE_BLOCK,<empty>,,person\\serializers.py,person\\serializers.py:<global>,,<global>,,,1
137438953594,NAMESPACE_BLOCK,<empty>,,person\\services\\__init__.py,person\\services\\__init__.py:<global>,,<global>,,,1
137438953595,NAMESPACE_BLOCK,<empty>,,person\\services\\subject\\__init__.py,person\\services\\subject\\__init__.py:<global>,,<global>,,,1
137438953596,NAMESPACE_BLOCK,<empty>,,person\\services\\subject\\create_orbl_profile.py,person\\services\\subject\\create_orbl_profile.py:<global>,,<global>,,,1
137438953597,NAMESPACE_BLOCK,<empty>,,person\\services\\subject\\delete_orbl_profile.py,person\\services\\subject\\delete_orbl_profile.py:<global>,,<global>,,,1
137438953598,NAMESPACE_BLOCK,<empty>,,person\\services\\subject\\reinit_orbl_profile.py,person\\services\\subject\\reinit_orbl_profile.py:<global>,,<global>,,,1
137438953599,NAMESPACE_BLOCK,<empty>,,person\\urls.py,person\\urls.py:<global>,,<global>,,,1
137438953600,NAMESPACE_BLOCK,<empty>,,person\\views.py,person\\views.py:<global>,,<global>,,,1
137438953601,NAMESPACE_BLOCK,<empty>,,tools\\__init__.py,tools\\__init__.py:<global>,,<global>,,,1
137438953602,NAMESPACE_BLOCK,<empty>,,tools\\exceptions.py,tools\\exceptions.py:<global>,,<global>,,,1
137438953603,NAMESPACE_BLOCK,<empty>,,tools\\fields.py,tools\\fields.py:<global>,,<global>,,,1
137438953604,NAMESPACE_BLOCK,<empty>,,tools\\file_management.py,tools\\file_management.py:<global>,,<global>,,,1
137438953605,NAMESPACE_BLOCK,<empty>,,tools\\orbl.py,tools\\orbl.py:<global>,,<global>,,,1
137438953606,NAMESPACE_BLOCK,<empty>,,tools\\presence_account.py,tools\\presence_account.py:<global>,,<global>,,,1
137438953607,NAMESPACE_BLOCK,<empty>,,tools\\query_params.py,tools\\query_params.py:<global>,,<global>,,,1
137438953608,NAMESPACE_BLOCK,<empty>,,tools\\redis_prefix.py,tools\\redis_prefix.py:<global>,,<global>,,,1
137438953609,NAMESPACE_BLOCK,<empty>,,tools\\utils.py,tools\\utils.py:<global>,,<global>,,,1
