47244640414,CONTROL_STRUCTURE,-1,,if ... : ...,9,IF,14,,,2,<empty>
47244640415,CONTROL_STRUCTURE,-1,,while ... : ...,9,WHILE,18,,,2,<empty>
47244640416,CONTROL_STRUCTURE,-1,,while ... : ...,5,WHILE,17,,,2,<empty>
47244640417,CONTROL_STRUCTURE,-1,,if ... : ...,9,IF,110,,,3,<empty>
47244640418,CONTROL_STRUCTURE,-1,,if ... : ...,9,IF,134,,,3,<empty>
47244640419,CONTROL_STRUCTURE,-1,,if ... : ...,9,IF,151,,,1,<empty>
47244640420,CONTROL_STRUCTURE,-1,,if ... : ...,9,IF,165,,,1,<empty>
47244640421,CONTROL_STRUCTURE,-1,,if ... : ...,9,IF,30,,,3,<empty>
47244640422,CONTROL_STRUCTURE,-1,,if ... : ...,9,IF,33,,,4,<empty>
47244640423,CONTROL_STRUCTURE,-1,,if ... : ...,9,IF,41,,,2,<empty>
47244640424,CONTROL_STRUCTURE,-1,,if ... : ...,21,IF,24,,,2,<empty>
47244640425,CONTROL_STRUCTURE,-1,,while ... : ...,17,WHILE,23,,,2,<empty>
47244640426,CONTROL_STRUCTURE,-1,,if ... : ...,13,IF,20,,,1,<empty>
47244640427,CONTROL_STRUCTURE,-1,,if ... : ...,9,IF,18,,,2,<empty>
47244640428,CONTROL_STRUCTURE,-1,,if ... : ...,9,IF,25,,,1,<empty>
47244640429,CONTROL_STRUCTURE,-1,,if ... : ...,13,IF,58,,,2,<empty>
47244640430,CONTROL_STRUCTURE,-1,,while ... : ...,9,WHILE,57,,,2,<empty>
47244640431,CONTROL_STRUCTURE,-1,,if ... : ...,9,IF,63,,,4,<empty>
47244640432,CONTROL_STRUCTURE,-1,,if ... : ...,9,IF,65,,,5,<empty>
47244640433,CONTROL_STRUCTURE,-1,,if ... : ...,9,IF,167,,,6,<empty>
47244640434,CONTROL_STRUCTURE,-1,,try: ...,13,TRY,173,,,1,<empty>
47244640435,CONTROL_STRUCTURE,-1,,pass,13,CATCH,173,,,2,<empty>
47244640436,CONTROL_STRUCTURE,-1,,if ... : ...,9,IF,172,,,7,<empty>
47244640437,CONTROL_STRUCTURE,-1,,if ... : ...,13,IF,207,,,1,<empty>
47244640438,CONTROL_STRUCTURE,-1,,if ... : ...,13,IF,211,,,2,<empty>
47244640439,CONTROL_STRUCTURE,-1,,try: ...,9,TRY,204,,,5,<empty>
47244640440,CONTROL_STRUCTURE,-1,,"if ... : ...
if ... : ...",9,CATCH,204,,,2,<empty>
